Statistiska tätorter 2023, befolkning, landareal, befolkningstäthet;;;;;;;;;;;;;;;;;;;;;;;;
Källa: SCB, www.scb.se/MI0810. Publicerad 2024-11-28;;;;;;;;;;;;;;;;;;;;;;;;
Statistisk tätort: Bebyggelseområde med minst 200 folkbokförda invånare och tät bebyggelse;;;;;;;;;;;;;;;;;;;;;;;;
Befolkning: Befolkning folkbokförd på adress inom statistiska tätorter 2023;;;;;;;;;;;;;;;;;;;;;;;;
Befolkningstäthet: Antal folkbokförda invånare dividerat med tätortens landareal i kvadratkilometer;;;;;;;;;;;;;;;;;;;;;;;;
Kommun och län avser tätorterns mest ursprungliga del eller den ytmässigt största delen av tätorten;;;;;;;;;;;;;;;;;;;;;;;;
Preliminära tätortsbeteckningar avser nya tätorter och tätorter med stor förändring i yta. Lantmäteriet utreder och fastställer definitiva beteckningar. ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Länskod;Länsnamn;Kommunkod ;Kommunnamn;Tätortskod;Tätortsbeteckning;"Ny
2023";"Befolkning 
2020-12-30";"Befolkning 
2023-12-31";"Skillnad 
befolkning 
2020-2023";"Landareal 
i hektar
2020";"Landareal 
i hektar
2023";"Skillnad 
i landareal
2020-2023";"Befolknings-
täthet
2020-12-30";"Befolknings-
täthet
2023-12-31";"Skillnad
befolknings-täthet 
2020-2023";;;;;;;;;
03;Uppsala;0305;Håbo;0305TB103;Häggeby och Vreta;;254;254;0;68;71;3;375;359;-16;;;;;;;;;
03;Uppsala;0305;Håbo;0305TB104;Krägga;;628;686;58;127;136;9;496;505;9;;;;;;;;;
03;Uppsala;0305;Håbo;0305TB105;Råby;;971;972;1;134;140;6;725;696;-29;;;;;;;;;
03;Uppsala;0305;Håbo;0305TB106;Slottsskogen;;1 746;1 788;42;171;178;7;1 024;1 007;-17;;;;;;;;;
03;Uppsala;0305;Håbo;0305TB108;Söderskogen;;381;389;8;53;59;6;713;655;-58;;;;;;;;;
03;Uppsala;0305;Håbo;0305TB114;Kivinge;;202;217;15;55;56;1;366;385;19;;;;;;;;;
03;Uppsala;0305;Håbo;0305TC101;Bålsta;;15 436;16 205;769;1 165;1 238;73;1 325;1 309;-16;;;;;;;;;
03;Uppsala;0319;Älvkarleby;0319TB101;Gårdskär;;352;362;10;120;126;6;294;286;-8;;;;;;;;;
03;Uppsala;0319;Älvkarleby;0319TB102;Marma;;337;309;-28;53;54;1;639;575;-64;;;;;;;;;
03;Uppsala;0319;Älvkarleby;0319TB104;Älvkarleby;;1 490;1 506;16;262;256;-6;568;589;21;;;;;;;;;
03;Uppsala;0319;Älvkarleby;0319TB105;Älvkarleö;;250;258;8;73;75;2;341;346;5;;;;;;;;;
03;Uppsala;0319;Älvkarleby;0319TC103;Skutskär;;6 499;6 606;107;801;856;55;811;772;-39;;;;;;;;;
03;Uppsala;0330;Knivsta;0330TB101;Alsike;;5 057;5 339;282;340;422;82;1 486;1 265;-221;;;;;;;;;
03;Uppsala;0330;Knivsta;0330TB103;Edeby;;255;256;1;59;61;2;431;418;-13;;;;;;;;;
03;Uppsala;0330;Knivsta;0330TC102;Knivsta;;8 593;9 771;1 178;433;444;11;1 982;2 200;218;;;;;;;;;
03;Uppsala;0331;Heby;0331TB101;Harbo;;816;842;26;124;127;3;657;663;6;;;;;;;;;
03;Uppsala;0331;Heby;0331TB103;Morgongåva;;1 476;1 516;40;176;186;10;837;815;-22;;;;;;;;;
03;Uppsala;0331;Heby;0331TB105;Tärnsjö;;1 168;1 179;11;176;179;3;662;660;-2;;;;;;;;;
03;Uppsala;0331;Heby;0331TB106;Vittinge;;601;616;15;122;143;21;495;430;-65;;;;;;;;;
03;Uppsala;0331;Heby;0331TB107;Östervåla;;1 818;1 850;32;227;238;11;800;777;-23;;;;;;;;;
03;Uppsala;0331;Heby;0331TC102;Heby;;2 833;2 962;129;400;418;18;708;709;1;;;;;;;;;
03;Uppsala;0360;Tierp;0360TB101;Karlholmsbruk;;1 263;1 206;-57;266;249;-17;475;484;9;;;;;;;;;
03;Uppsala;0360;Tierp;0360TB102;Mehedeby;;407;450;43;64;65;1;636;695;59;;;;;;;;;
03;Uppsala;0360;Tierp;0360TB103;Månkarbo;;645;664;19;102;103;1;633;647;14;;;;;;;;;
03;Uppsala;0360;Tierp;0360TB104;Skärplinge;;732;718;-14;109;109;0;669;657;-12;;;;;;;;;
03;Uppsala;0360;Tierp;0360TB105;Söderfors;;1 750;1 646;-104;234;236;2;748;696;-52;;;;;;;;;
03;Uppsala;0360;Tierp;0360TB107;Tobo;;673;619;-54;101;104;3;665;594;-71;;;;;;;;;
03;Uppsala;0360;Tierp;0360TB108;Upplanda;;223;230;7;77;77;0;290;297;7;;;;;;;;;
03;Uppsala;0360;Tierp;0360TB109;Örbyhus;;2 247;2 276;29;202;210;8;1 115;1 083;-32;;;;;;;;;
03;Uppsala;0360;Tierp;0360TC106;Tierp;;6 260;6 346;86;461;478;17;1 358;1 327;-31;;;;;;;;;
03;Uppsala;0380;Uppsala;0380TB101;Almunge;;909;946;37;156;162;6;583;583;0;;;;;;;;;
03;Uppsala;0380;Uppsala;0380TB102;Björklinge;;3 400;3 418;18;307;312;5;1 107;1 095;-12;;;;;;;;;
03;Uppsala;0380;Uppsala;0380TB103;Jälla;;2 213;3 116;903;136;168;32;1 630;1 860;230;;;;;;;;;
03;Uppsala;0380;Uppsala;0380TB104;Vänge;;1 292;1 259;-33;97;100;3;1 332;1 256;-76;;;;;;;;;
03;Uppsala;0380;Uppsala;0380TB105;Bälinge;;2 590;2 449;-141;190;171;-19;1 363;1 434;71;;;;;;;;;
03;Uppsala;0380;Uppsala;0380TB107;Danmark;;441;447;6;55;58;3;796;772;-24;;;;;;;;;
03;Uppsala;0380;Uppsala;0380TB108;Funbo;;328;351;23;102;103;1;321;341;20;;;;;;;;;
03;Uppsala;0380;Uppsala;0380TB109;Gunsta;;868;1 411;543;98;167;69;883;846;-37;;;;;;;;;
03;Uppsala;0380;Uppsala;0380TB110;Gåvsta;;544;537;-7;55;57;2;992;948;-44;;;;;;;;;
03;Uppsala;0380;Uppsala;0380TB111;Håga;;296;268;-28;32;31;-1;936;869;-67;;;;;;;;;
03;Uppsala;0380;Uppsala;0380TB112;Järlåsa;;597;594;-3;80;82;2;745;726;-19;;;;;;;;;
03;Uppsala;0380;Uppsala;0380TB113;Knutby;;692;702;10;127;133;6;546;529;-17;;;;;;;;;
03;Uppsala;0380;Uppsala;0380TB114;Läby;;227;252;25;35;37;2;654;674;20;;;;;;;;;
03;Uppsala;0380;Uppsala;0380TB115;Länna;;670;683;13;104;106;2;645;644;-1;;;;;;;;;
03;Uppsala;0380;Uppsala;0380TB116;Lövstalöt;;1 445;1 424;-21;94;96;2;1 532;1 480;-52;;;;;;;;;
03;Uppsala;0380;Uppsala;0380TB117;Selknä och Marielund;;307;294;-13;131;131;0;234;224;-10;;;;;;;;;
03;Uppsala;0380;Uppsala;0380TB118;Ramstalund;;366;336;-30;42;31;-11;880;1 085;205;;;;;;;;;
03;Uppsala;0380;Uppsala;0380TB119;Skyttorp;;641;635;-6;84;93;9;763;686;-77;;;;;;;;;
03;Uppsala;0380;Uppsala;0380TB120;Skölsta;;557;1 018;461;57;74;17;983;1 372;389;;;;;;;;;
03;Uppsala;0380;Uppsala;0380TB121;Storvreta;;6 360;6 211;-149;318;326;8;2 000;1 908;-92;;;;;;;;;
03;Uppsala;0380;Uppsala;0380TB122;Sävja;;9 814;9 614;-200;393;398;5;2 498;2 417;-81;;;;;;;;;
03;Uppsala;0380;Uppsala;0380TB123;Blackstalund;;230;229;-1;68;68;0;340;337;-3;;;;;;;;;
03;Uppsala;0380;Uppsala;0380TB124;Ultuna;;2 062;3 116;1 054;132;135;3;1 561;2 305;744;;;;;;;;;
03;Uppsala;0380;Uppsala;0380TB126;Vattholma;;1 392;1 058;-334;127;76;-51;1 099;1 400;301;;;;;;;;;
03;Uppsala;0380;Uppsala;0380TB127;Ytternäs och Vreta;;792;845;53;153;154;1;519;550;31;;;;;;;;;
03;Uppsala;0380;Uppsala;0380TB163;Vångelsta;;298;305;7;17;18;1;1 742;1 663;-79;;;;;;;;;
03;Uppsala;0380;Uppsala;0380TB224;Tuna (preliminär);1;;240;;;95;0;;253;0;;;;;;;;;
03;Uppsala;0380;Uppsala;0380TB238;Sydöstra Fullerö;;933;1 177;244;25;27;2;3 743;4 378;635;;;;;;;;;
03;Uppsala;0380;Uppsala;0380TB274;Vattholma västra (preliminär);1;;284;;;40;0;;708;0;;;;;;;;;
03;Uppsala;0380;Uppsala;0380TC125;Uppsala;;166 698;174 982;8 284;4 323;4 579;256;3 856;3 821;-35;;;;;;;;;
03;Uppsala;0381;Enköping;0381TB102;Fjärdhundra;;932;935;3;111;117;6;837;796;-41;;;;;;;;;
03;Uppsala;0381;Enköping;0381TB103;Grillby;;1 109;1 175;66;119;129;10;932;912;-20;;;;;;;;;
03;Uppsala;0381;Enköping;0381TB104;Haga;;295;266;-29;37;39;2;797;687;-110;;;;;;;;;
03;Uppsala;0381;Enköping;0381TB105;Hummelsta;;945;930;-15;77;80;3;1 233;1 157;-76;;;;;;;;;
03;Uppsala;0381;Enköping;0381TB106;Lillkyrka;;279;316;37;43;44;1;649;724;75;;;;;;;;;
03;Uppsala;0381;Enköping;0381TB107;Bredsand;;1 664;1 865;201;234;240;6;713;777;64;;;;;;;;;
03;Uppsala;0381;Enköping;0381TB108;Örsundsbro;;1 422;1 423;1;140;144;4;1 012;990;-22;;;;;;;;;
03;Uppsala;0381;Enköping;0381TB109;Örsundsbro norra;;561;559;-2;37;37;0;1 536;1 508;-28;;;;;;;;;
03;Uppsala;0381;Enköping;0381TB118;Åkersberg (preliminär);1;;208;;;17;0;;1 191;0;;;;;;;;;
03;Uppsala;0381;Enköping;0381TB131;Märsön;;228;262;34;180;165;-15;127;159;32;;;;;;;;;
03;Uppsala;0381;Enköping;0381TB134;Skolsta;;226;257;31;28;30;2;801;870;69;;;;;;;;;
03;Uppsala;0381;Enköping;0381TB140;Gamla Nynäs (preliminär);1;;273;;;19;0;;1 408;0;;;;;;;;;
03;Uppsala;0381;Enköping;0381TC101;Enköping;;25 071;26 353;1 282;1 188;1 246;58;2 111;2 116;5;;;;;;;;;
03;Uppsala;0382;Östhammar;0382TB101;Alunda;;2 642;2 677;35;326;331;5;811;810;-1;;;;;;;;;
03;Uppsala;0382;Östhammar;0382TB102;Dannemora;;238;243;5;68;66;-2;352;370;18;;;;;;;;;
03;Uppsala;0382;Östhammar;0382TB103;Gimo;;2 796;2 811;15;335;339;4;836;830;-6;;;;;;;;;
03;Uppsala;0382;Östhammar;0382TB104;Hargshamn;;292;284;-8;175;175;0;167;162;-5;;;;;;;;;
03;Uppsala;0382;Östhammar;0382TB106;Skoby;;238;247;9;60;62;2;398;398;0;;;;;;;;;
03;Uppsala;0382;Östhammar;0382TB107;Öregrund;;1 597;1 571;-26;419;430;11;381;365;-16;;;;;;;;;
03;Uppsala;0382;Östhammar;0382TB108;Österbybruk;;2 375;2 344;-31;281;274;-7;846;854;8;;;;;;;;;
03;Uppsala;0382;Östhammar;0382TC109;Östhammar;;4 976;4 986;10;491;507;16;1 014;984;-30;;;;;;;;;
04;Södermanland;0428;Vingåker;0428TB101;Baggetorp;;568;481;-87;121;94;-27;470;514;44;;;;;;;;;
04;Södermanland;0428;Vingåker;0428TB102;Högsjö;;651;606;-45;100;100;0;652;603;-49;;;;;;;;;
04;Södermanland;0428;Vingåker;0428TB103;Marmorbyn;;388;373;-15;53;55;2;733;677;-56;;;;;;;;;
04;Södermanland;0428;Vingåker;0428TB104;Läppe;;254;268;14;136;140;4;186;191;5;;;;;;;;;
04;Södermanland;0428;Vingåker;0428TC105;Vingåker;;4 741;4 514;-227;422;440;18;1 122;1 026;-96;;;;;;;;;
04;Södermanland;0461;Gnesta;0461TB101;Björnlunda;;830;853;23;115;118;3;719;725;6;;;;;;;;;
04;Södermanland;0461;Gnesta;0461TB103;Stjärnhov;;574;604;30;112;124;12;513;487;-26;;;;;;;;;
04;Södermanland;0461;Gnesta;0461TC102;Gnesta;;6 376;6 472;96;397;424;27;1 606;1 526;-80;;;;;;;;;
04;Södermanland;0480;Nyköping;0480TB102;Bergshammar;;826;920;94;66;88;22;1 248;1 050;-198;;;;;;;;;
04;Södermanland;0480;Nyköping;0480TB104;Enstaberga;;441;439;-2;63;64;1;701;685;-16;;;;;;;;;
04;Södermanland;0480;Nyköping;0480TB105;Jönåker;;628;620;-8;82;83;1;768;743;-25;;;;;;;;;
04;Södermanland;0480;Nyköping;0480TB106;Kvegerö;;224;250;26;209;211;2;107;118;11;;;;;;;;;
04;Södermanland;0480;Nyköping;0480TB108;Nävekvarn;;779;727;-52;116;116;0;674;626;-48;;;;;;;;;
04;Södermanland;0480;Nyköping;0480TB111;Sjösa;;478;491;13;58;59;1;820;826;6;;;;;;;;;
04;Södermanland;0480;Nyköping;0480TB113;Stavsjö;;215;234;19;30;31;1;712;766;54;;;;;;;;;
04;Södermanland;0480;Nyköping;0480TB114;Stigtomta;;1 914;1 937;23;179;187;8;1 071;1 036;-35;;;;;;;;;
04;Södermanland;0480;Nyköping;0480TB115;Svalsta;;1 111;1 140;29;82;85;3;1 363;1 337;-26;;;;;;;;;
04;Södermanland;0480;Nyköping;0480TB116;Tystberga;;895;890;-5;108;112;4;828;792;-36;;;;;;;;;
04;Södermanland;0480;Nyköping;0480TB117;Vrena;;643;639;-4;101;112;11;639;568;-71;;;;;;;;;
04;Södermanland;0480;Nyköping;0480TB118;Ålberga;;219;209;-10;41;42;1;534;501;-33;;;;;;;;;
04;Södermanland;0480;Nyköping;0480TB143;Örstig;;260;401;141;34;48;14;757;836;79;;;;;;;;;
04;Södermanland;0480;Nyköping;0480TC107;Nyköping;;38 780;39 770;990;1 830;1 920;90;2 119;2 072;-47;;;;;;;;;
04;Södermanland;0481;Oxelösund;0481TB101;Inskogen;;221;233;12;21;22;1;1 068;1 038;-30;;;;;;;;;
04;Södermanland;0481;Oxelösund;0481TC102;Oxelösund;;11 420;11 485;65;1 214;1 234;20;941;931;-10;;;;;;;;;
04;Södermanland;0482;Flen;0482TB101;Bettna;;375;366;-9;70;63;-7;537;583;46;;;;;;;;;
04;Södermanland;0482;Flen;0482TB103;Hälleforsnäs;;1 615;1 536;-79;223;226;3;726;681;-45;;;;;;;;;
04;Södermanland;0482;Flen;0482TB104;Malmköping;;2 180;1 992;-188;146;151;5;1 493;1 320;-173;;;;;;;;;
04;Södermanland;0482;Flen;0482TB105;Mellösa;;544;541;-3;100;97;-3;544;555;11;;;;;;;;;
04;Södermanland;0482;Flen;0482TB106;Orrhammar;;248;213;-35;109;111;2;227;192;-35;;;;;;;;;
04;Södermanland;0482;Flen;0482TB108;Sparreholm;;739;725;-14;119;120;1;622;604;-18;;;;;;;;;
04;Södermanland;0482;Flen;0482TC102;Flen;;6 577;6 266;-311;441;474;33;1 492;1 321;-171;;;;;;;;;
04;Södermanland;0483;Katrineholm;0483TB101;Bie;;518;513;-5;63;66;3;818;779;-39;;;;;;;;;
04;Södermanland;0483;Katrineholm;0483TB102;Björkvik;;436;407;-29;119;118;-1;366;345;-21;;;;;;;;;
04;Södermanland;0483;Katrineholm;0483TB104;Forssjö;;605;802;197;55;107;52;1 099;747;-352;;;;;;;;;
04;Södermanland;0483;Katrineholm;0483TB106;Sköldinge;;657;553;-104;122;103;-19;537;534;-3;;;;;;;;;
04;Södermanland;0483;Katrineholm;0483TB107;Strångsjö;;354;318;-36;50;52;2;701;607;-94;;;;;;;;;
04;Södermanland;0483;Katrineholm;0483TB108;Valla;;1 475;1 439;-36;131;134;3;1 128;1 077;-51;;;;;;;;;
04;Södermanland;0483;Katrineholm;0483TB109;Äsköping;;332;312;-20;51;52;1;657;600;-57;;;;;;;;;
04;Södermanland;0483;Katrineholm;0483TC105;Katrineholm;;24 483;23 953;-530;1 185;1 233;48;2 066;1 942;-124;;;;;;;;;
04;Södermanland;0484;Eskilstuna;0484TB101;Alberga;;416;383;-33;57;58;1;733;659;-74;;;;;;;;;
04;Södermanland;0484;Eskilstuna;0484TB103;Bälgviken;;217;229;12;41;41;0;526;564;38;;;;;;;;;
04;Södermanland;0484;Eskilstuna;0484TB105;Hållsta;;888;899;11;100;105;5;891;859;-32;;;;;;;;;
04;Södermanland;0484;Eskilstuna;0484TB106;Hällberga;;610;571;-39;65;61;-4;933;934;1;;;;;;;;;
04;Södermanland;0484;Eskilstuna;0484TB107;Hällbybrunn;;3 394;3 373;-21;302;309;7;1 123;1 090;-33;;;;;;;;;
04;Södermanland;0484;Eskilstuna;0484TB108;Kullersta, Kolsta och Hensta;;493;591;98;347;353;6;142;167;25;;;;;;;;;
04;Södermanland;0484;Eskilstuna;0484TB109;Kjulaås;;956;933;-23;119;122;3;803;764;-39;;;;;;;;;
04;Södermanland;0484;Eskilstuna;0484TB111;Skiftinge;;5 150;4 921;-229;201;211;10;2 566;2 330;-236;;;;;;;;;
04;Södermanland;0484;Eskilstuna;0484TB112;Sundbyholm;;1 100;1 108;8;342;325;-17;321;341;20;;;;;;;;;
04;Södermanland;0484;Eskilstuna;0484TB113;Torshälla;;9 444;9 167;-277;938;942;4;1 007;973;-34;;;;;;;;;
04;Södermanland;0484;Eskilstuna;0484TB115;Tumbo;;343;347;4;66;64;-2;517;538;21;;;;;;;;;
04;Södermanland;0484;Eskilstuna;0484TB116;Udden;;357;427;70;122;136;14;292;314;22;;;;;;;;;
04;Södermanland;0484;Eskilstuna;0484TB118;Ärla;;1 302;1 244;-58;146;150;4;890;827;-63;;;;;;;;;
04;Södermanland;0484;Eskilstuna;0484TB159;Gredbylund och Odlaren;;700;695;-5;108;107;-1;647;650;3;;;;;;;;;
04;Södermanland;0484;Eskilstuna;0484TC104;Eskilstuna;;69 948;70 646;698;2 919;2 987;68;2 396;2 365;-31;;;;;;;;;
04;Södermanland;0486;Strängnäs;0486TB101;Abborrberget;;3 039;3 146;107;177;193;16;1 715;1 628;-87;;;;;;;;;
04;Södermanland;0486;Strängnäs;0486TB102;Sanda;;289;306;17;96;105;9;302;292;-10;;;;;;;;;
04;Södermanland;0486;Strängnäs;0486TB103;Härad;;556;683;127;86;90;4;647;759;112;;;;;;;;;
04;Södermanland;0486;Strängnäs;0486TB104;Kalkudden;;285;272;-13;185;181;-4;154;150;-4;;;;;;;;;
04;Södermanland;0486;Strängnäs;0486TB105;Marielund;;1 150;1 612;462;53;66;13;2 178;2 461;283;;;;;;;;;
04;Södermanland;0486;Strängnäs;0486TB106;Mariefred;;4 206;4 277;71;284;286;2;1 481;1 495;14;;;;;;;;;
04;Södermanland;0486;Strängnäs;0486TB107;Merlänna;;393;393;0;52;53;1;752;743;-9;;;;;;;;;
04;Södermanland;0486;Strängnäs;0486TB108;Stallarholmen;;1 864;2 141;277;219;239;20;852;896;44;;;;;;;;;
04;Södermanland;0486;Strängnäs;0486TB110;Husby och Tuna;;266;263;-3;161;164;3;165;160;-5;;;;;;;;;
04;Södermanland;0486;Strängnäs;0486TB112;Åkers styckebruk;;3 000;2 984;-16;293;297;4;1 024;1 004;-20;;;;;;;;;
04;Södermanland;0486;Strängnäs;0486TC109;Strängnäs;;14 803;15 369;566;831;845;14;1 782;1 818;36;;;;;;;;;
04;Södermanland;0488;Trosa;0488TB103;Vagnhärad;;3 976;4 109;133;329;354;25;1 208;1 160;-48;;;;;;;;;
04;Södermanland;0488;Trosa;0488TB104;Sund;;343;415;72;116;156;40;295;265;-30;;;;;;;;;
04;Södermanland;0488;Trosa;0488TB105;Västerljung;;388;378;-10;42;45;3;914;846;-68;;;;;;;;;
04;Södermanland;0488;Trosa;0488TB107;Åda;;215;275;60;58;71;13;374;388;14;;;;;;;;;
04;Södermanland;0488;Trosa;0488TB110;Stensund;;270;400;130;83;123;40;324;324;0;;;;;;;;;
04;Södermanland;0488;Trosa;0488TC102;Trosa;;7 295;7 540;245;762;777;15;957;971;14;;;;;;;;;
05;Östergötland;0509;Ödeshög;0509TB101;Hästholmen;;320;339;19;46;47;1;701;714;13;;;;;;;;;
05;Östergötland;0509;Ödeshög;0509TC103;Ödeshög;;2 711;2 646;-65;272;282;10;998;939;-59;;;;;;;;;
05;Östergötland;0512;Ydre;0512TB102;Hestra;;473;437;-36;78;77;-1;607;566;-41;;;;;;;;;
05;Östergötland;0512;Ydre;0512TB103;Rydsnäs;;282;286;4;87;86;-1;325;334;9;;;;;;;;;
05;Östergötland;0512;Ydre;0512TC104;Österbymo;;900;862;-38;142;144;2;634;599;-35;;;;;;;;;
05;Östergötland;0513;Kinda;0513TB101;Horn;;472;454;-18;93;94;1;506;484;-22;;;;;;;;;
05;Östergötland;0513;Kinda;0513TB103;Rimforsa;;2 317;2 291;-26;280;287;7;827;800;-27;;;;;;;;;
05;Östergötland;0513;Kinda;0513TC102;Kisa;;3 846;3 746;-100;488;478;-10;788;784;-4;;;;;;;;;
05;Östergötland;0560;Boxholm;0560TB102;Strålsnäs;;401;391;-10;69;69;0;580;565;-15;;;;;;;;;
05;Östergötland;0560;Boxholm;0560TC101;Boxholm;;3 328;3 391;63;446;455;9;747;745;-2;;;;;;;;;
05;Östergötland;0561;Åtvidaberg;0561TB101;Berg;;302;302;0;54;70;16;555;429;-126;;;;;;;;;
05;Östergötland;0561;Åtvidaberg;0561TB102;Björsäter;;391;375;-16;72;74;2;540;505;-35;;;;;;;;;
05;Östergötland;0561;Åtvidaberg;0561TB103;Falerum;;232;239;7;78;82;4;298;292;-6;;;;;;;;;
05;Östergötland;0561;Åtvidaberg;0561TB104;Grebo;;1 071;1 099;28;114;119;5;943;924;-19;;;;;;;;;
05;Östergötland;0561;Åtvidaberg;0561TC105;Åtvidaberg;;6 934;6 963;29;566;579;13;1 224;1 202;-22;;;;;;;;;
05;Östergötland;0562;Finspång;0562TB101;Borggård;;259;256;-3;47;48;1;551;537;-14;;;;;;;;;
05;Östergötland;0562;Finspång;0562TB102;Falla;;448;410;-38;74;76;2;606;540;-66;;;;;;;;;
05;Östergötland;0562;Finspång;0562TB104;Grytgöl;;323;285;-38;86;93;7;376;307;-69;;;;;;;;;
05;Östergötland;0562;Finspång;0562TB105;Hällestad;;322;303;-19;89;94;5;362;322;-40;;;;;;;;;
05;Östergötland;0562;Finspång;0562TB107;Igelfors;;221;244;23;39;38;-1;573;638;65;;;;;;;;;
05;Östergötland;0562;Finspång;0562TB108;Ljusfallshammar;;318;313;-5;72;73;1;440;429;-11;;;;;;;;;
05;Östergötland;0562;Finspång;0562TB109;Lotorp;;660;699;39;97;99;2;678;709;31;;;;;;;;;
05;Östergötland;0562;Finspång;0562TB110;Butbro;;283;263;-20;39;41;2;719;649;-70;;;;;;;;;
05;Östergötland;0562;Finspång;0562TB111;Rejmyre;;884;862;-22;127;127;0;695;680;-15;;;;;;;;;
05;Östergötland;0562;Finspång;0562TB112;Sonstorp;;430;410;-20;66;71;5;649;581;-68;;;;;;;;;
05;Östergötland;0562;Finspång;0562TC103;Finspång;;13 261;13 186;-75;806;826;20;1 646;1 596;-50;;;;;;;;;
05;Östergötland;0563;Valdemarsvik;0563TB101;Gryt;;332;318;-14;286;313;27;116;102;-14;;;;;;;;;
05;Östergötland;0563;Valdemarsvik;0563TB102;Gusum;;1 110;1 063;-47;127;129;2;877;823;-54;;;;;;;;;
05;Östergötland;0563;Valdemarsvik;0563TB103;Ringarum;;606;585;-21;122;130;8;498;452;-46;;;;;;;;;
05;Östergötland;0563;Valdemarsvik;0563TC104;Valdemarsvik;;2 751;2 655;-96;265;274;9;1 038;968;-70;;;;;;;;;
05;Östergötland;0580;Linköping;0580TB101;Askeby;;499;506;7;58;58;0;867;866;-1;;;;;;;;;
05;Östergötland;0580;Linköping;0580TB102;Bankekind;;495;503;8;48;60;12;1 024;832;-192;;;;;;;;;
05;Östergötland;0580;Linköping;0580TB103;Bergs slussar;;1 276;1 398;122;112;119;7;1 137;1 173;36;;;;;;;;;
05;Östergötland;0580;Linköping;0580TB104;Bestorp;;513;490;-23;95;97;2;539;506;-33;;;;;;;;;
05;Östergötland;0580;Linköping;0580TB105;Brokind;;539;583;44;80;84;4;676;696;20;;;;;;;;;
05;Östergötland;0580;Linköping;0580TB106;Ekängen;;2 698;2 906;208;177;186;9;1 522;1 560;38;;;;;;;;;
05;Östergötland;0580;Linköping;0580TB107;Gistad;;298;296;-2;53;54;1;564;550;-14;;;;;;;;;
05;Östergötland;0580;Linköping;0580TB109;Kränge;;253;257;4;52;54;2;484;480;-4;;;;;;;;;
05;Östergötland;0580;Linköping;0580TB110;Linghem;;3 186;3 155;-31;199;203;4;1 598;1 555;-43;;;;;;;;;
05;Östergötland;0580;Linköping;0580TB112;Ljungsbro;;6 785;7 215;430;454;498;44;1 495;1 448;-47;;;;;;;;;
05;Östergötland;0580;Linköping;0580TB113;Malmslätt;;4 963;4 886;-77;272;280;8;1 821;1 747;-74;;;;;;;;;
05;Östergötland;0580;Linköping;0580TB114;Nykil;;396;402;6;50;51;1;788;795;7;;;;;;;;;
05;Östergötland;0580;Linköping;0580TB115;Rappestad;;249;281;32;43;44;1;579;640;61;;;;;;;;;
05;Östergötland;0580;Linköping;0580TB116;Sjögestad;;279;278;-1;32;32;0;876;877;1;;;;;;;;;
05;Östergötland;0580;Linköping;0580TB117;Skeda udde;;401;426;25;37;41;4;1 076;1 038;-38;;;;;;;;;
05;Östergötland;0580;Linköping;0580TB118;Slaka;;557;573;16;113;122;9;493;469;-24;;;;;;;;;
05;Östergötland;0580;Linköping;0580TB119;Sturefors;;3 291;3 438;147;180;187;7;1 828;1 842;14;;;;;;;;;
05;Östergötland;0580;Linköping;0580TB120;Tallboda;;3 334;3 258;-76;387;438;51;862;745;-117;;;;;;;;;
05;Östergötland;0580;Linköping;0580TB122;Vikingstad;;2 485;2 734;249;177;188;11;1 404;1 451;47;;;;;;;;;
05;Östergötland;0580;Linköping;0580TB123;Västerlösa;;232;229;-3;43;43;0;535;529;-6;;;;;;;;;
05;Östergötland;0580;Linköping;0580TB140;Maspelösa;;215;228;13;29;29;0;737;773;36;;;;;;;;;
05;Östergötland;0580;Linköping;0580TC111;Linköping;;115 682;116 851;1 169;3 743;3 967;224;3 090;2 946;-144;;;;;;;;;
05;Östergötland;0581;Norrköping;0581TB102;Berga;1;;268;;;21;0;;1 255;0;;;;;;;;;
05;Östergötland;0581;Norrköping;0581TB103;Eksund;;499;497;-2;60;63;3;835;788;-47;;;;;;;;;
05;Östergötland;0581;Norrköping;0581TB105;Djurön;;306;318;12;56;55;-1;548;579;31;;;;;;;;;
05;Östergötland;0581;Norrköping;0581TB106;Graversfors;;628;650;22;148;153;5;424;426;2;;;;;;;;;
05;Östergötland;0581;Norrköping;0581TB107;Herstadberg;;237;238;1;37;39;2;632;612;-20;;;;;;;;;
05;Östergötland;0581;Norrköping;0581TB109;Kimstad;;1 642;1 603;-39;166;182;16;992;879;-113;;;;;;;;;
05;Östergötland;0581;Norrköping;0581TB110;Krokek;;5 127;5 125;-2;572;586;14;896;875;-21;;;;;;;;;
05;Östergötland;0581;Norrköping;0581TB111;Lindö;;5 198;5 241;43;313;293;-20;1 663;1 791;128;;;;;;;;;
05;Östergötland;0581;Norrköping;0581TB113;Ljunga;;729;745;16;93;107;14;786;694;-92;;;;;;;;;
05;Östergötland;0581;Norrköping;0581TB115;Marby och Marbystrand;;292;308;16;64;65;1;458;475;17;;;;;;;;;
05;Östergötland;0581;Norrköping;0581TB117;Norsholm;;556;548;-8;54;53;-1;1 029;1 043;14;;;;;;;;;
05;Östergötland;0581;Norrköping;0581TB118;Simonstorp;;261;261;0;45;46;1;584;572;-12;;;;;;;;;
