Statistiska tätorter 2023, befolkning, landareal, befolkningstäthet;;;;;;;;;;;;;;;;;;;;;;;;
Källa: SCB, www.scb.se/MI0810. Publicerad 2024-11-28;;;;;;;;;;;;;;;;;;;;;;;;
Statistisk tätort: Bebyggelseområde med minst 200 folkbokförda invånare och tät bebyggelse;;;;;;;;;;;;;;;;;;;;;;;;
Befolkning: Befolkning folkbokförd på adress inom statistiska tätorter 2023;;;;;;;;;;;;;;;;;;;;;;;;
Befolkningstäthet: Antal folkbokförda invånare dividerat med tätortens landareal i kvadratkilometer;;;;;;;;;;;;;;;;;;;;;;;;
Kommun och län avser tätorterns mest ursprungliga del eller den ytmässigt största delen av tätorten;;;;;;;;;;;;;;;;;;;;;;;;
Preliminära tätortsbeteckningar avser nya tätorter och tätorter med stor förändring i yta. Lantmäteriet utreder och fastställer definitiva beteckningar. ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Länskod;Länsnamn;Kommunkod ;Kommunnamn;Tätortskod;Tätortsbeteckning;"Ny
2023";"Befolkning 
2020-12-30";"Befolkning 
2023-12-31";"Skillnad 
befolkning 
2020-2023";"Landareal 
i hektar
2020";"Landareal 
i hektar
2023";"Skillnad 
i landareal
2020-2023";"Befolknings-
täthet
2020-12-30";"Befolknings-
täthet
2023-12-31";"Skillnad
befolknings-täthet 
2020-2023";;;;;;;;;
19;Västmanland;1980;Västerås;1980TB107;Lycksta;;270;283;13;35;37;2;772;756;-16;;;;;;;;;
19;Västmanland;1980;Västerås;1980TB108;Kärsta och Bredsdal;;258;261;3;30;30;0;860;856;-4;;;;;;;;;
19;Västmanland;1980;Västerås;1980TB109;Malmen;;1 110;1 409;299;102;109;7;1 084;1 293;209;;;;;;;;;
19;Västmanland;1980;Västerås;1980TB110;Munga;;313;335;22;101;101;0;310;331;21;;;;;;;;;
19;Västmanland;1980;Västerås;1980TB111;Skultuna;;3 403;3 226;-177;204;206;2;1 667;1 564;-103;;;;;;;;;
19;Västmanland;1980;Västerås;1980TB112;Tidö-Lindö;;726;718;-8;113;113;0;644;638;-6;;;;;;;;;
19;Västmanland;1980;Västerås;1980TB113;Tillberga;;2 183;2 191;8;170;181;11;1 284;1 213;-71;;;;;;;;;
19;Västmanland;1980;Västerås;1980TB114;Tortuna;;415;416;1;58;58;0;715;722;7;;;;;;;;;
19;Västmanland;1980;Västerås;1980TB115;Irsta;;2 987;2 942;-45;202;202;0;1 476;1 457;-19;;;;;;;;;
19;Västmanland;1980;Västerås;1980TB117;Örtagården;;474;462;-12;42;44;2;1 133;1 047;-86;;;;;;;;;
19;Västmanland;1980;Västerås;1980TB120;Hustahöjden;;227;247;20;25;27;2;901;920;19;;;;;;;;;
19;Västmanland;1980;Västerås;1980TB126;Stora Skogstorp (preliminär);1;;201;;;25;0;;810;0;;;;;;;;;
19;Västmanland;1980;Västerås;1980TC116;Västerås;;128 660;131 643;2 983;5 043;5 234;191;2 551;2 515;-36;;;;;;;;;
19;Västmanland;1981;Sala;1981TB102;Möklinta;;310;320;10;86;100;14;362;321;-41;;;;;;;;;
19;Västmanland;1981;Sala;1981TB103;Ransta;;862;858;-4;111;112;1;774;764;-10;;;;;;;;;
19;Västmanland;1981;Sala;1981TB105;Salbohed;;230;245;15;70;75;5;330;325;-5;;;;;;;;;
19;Västmanland;1981;Sala;1981TB106;Sätra Brunn;;324;322;-2;79;80;1;410;401;-9;;;;;;;;;
19;Västmanland;1981;Sala;1981TB107;Västerfärnebo;;518;509;-9;104;104;0;496;492;-4;;;;;;;;;
19;Västmanland;1981;Sala;1981TC104;Sala;;13 779;13 702;-77;1 077;1 172;95;1 280;1 170;-110;;;;;;;;;
19;Västmanland;1982;Fagersta;1982TB102;Hedkärra;1;;203;;;56;0;;362;0;;;;;;;;;
19;Västmanland;1982;Fagersta;1982TC101;Fagersta;;11 826;11 771;-55;874;884;10;1 353;1 331;-22;;;;;;;;;
19;Västmanland;1983;Köping;1983TB101;Kolsva;;2 517;2 375;-142;277;267;-10;907;890;-17;;;;;;;;;
19;Västmanland;1983;Köping;1983TB103;Munktorp;;474;503;29;93;99;6;510;510;0;;;;;;;;;
19;Västmanland;1983;Köping;1983TC102;Köping;;18 720;18 605;-115;1 022;1 059;37;1 832;1 757;-75;;;;;;;;;
19;Västmanland;1984;Arboga;1984TB102;Götlunda;;272;263;-9;46;48;2;587;552;-35;;;;;;;;;
19;Västmanland;1984;Arboga;1984TB103;Medåker;;205;213;8;51;63;12;403;339;-64;;;;;;;;;
19;Västmanland;1984;Arboga;1984TC101;Arboga;;10 989;10 906;-83;799;808;9;1 375;1 349;-26;;;;;;;;;
20;Dalarna;2021;Vansbro;2021TB101;Järna;;1 624;1 590;-34;602;574;-28;270;277;7;;;;;;;;;
20;Dalarna;2021;Vansbro;2021TB103;Heden och Skansbacken;;347;339;-8;204;203;-1;170;167;-3;;;;;;;;;
20;Dalarna;2021;Vansbro;2021TB104;Skålö;;242;290;48;172;216;44;141;134;-7;;;;;;;;;
20;Dalarna;2021;Vansbro;2021TB106;Äppelbo;;487;477;-10;300;293;-7;162;163;1;;;;;;;;;
20;Dalarna;2021;Vansbro;2021TC105;Vansbro;;2 113;2 137;24;355;357;2;596;599;3;;;;;;;;;
20;Dalarna;2023;Malung-Sälen;2023TB101;Lima;;215;214;-1;71;70;-1;302;304;2;;;;;;;;;
20;Dalarna;2023;Malung-Sälen;2023TB102;Limedsforsen;;370;357;-13;264;262;-2;140;136;-4;;;;;;;;;
20;Dalarna;2023;Malung-Sälen;2023TB104;Malungsfors;;558;549;-9;272;266;-6;205;206;1;;;;;;;;;
20;Dalarna;2023;Malung-Sälen;2023TB105;Sälen;;842;946;104;244;253;9;345;373;28;;;;;;;;;
20;Dalarna;2023;Malung-Sälen;2023TB106;Transtrand;;373;367;-6;267;243;-24;140;151;11;;;;;;;;;
20;Dalarna;2023;Malung-Sälen;2023TC103;Malung;;5 014;4 873;-141;1 048;1 040;-8;478;468;-10;;;;;;;;;
20;Dalarna;2026;Gagnef;2026TB101;Björbo;;677;674;-3;198;196;-2;342;343;1;;;;;;;;;
20;Dalarna;2026;Gagnef;2026TB102;Bäsna;;668;660;-8;150;146;-4;446;453;7;;;;;;;;;
20;Dalarna;2026;Gagnef;2026TB103;Floda / Dala-Floda;;659;682;23;242;236;-6;273;289;16;;;;;;;;;
20;Dalarna;2026;Gagnef;2026TB105;Djurås;;2 177;2 268;91;370;418;48;589;543;-46;;;;;;;;;
20;Dalarna;2026;Gagnef;2026TB107;Mockfjärd;;2 031;1 981;-50;384;384;0;529;516;-13;;;;;;;;;
20;Dalarna;2026;Gagnef;2026TB108;Sifferbo;;414;422;8;80;79;-1;518;536;18;;;;;;;;;
20;Dalarna;2026;Gagnef;2026TB127;Bomsarvet (preliminär);1;;211;;;69;0;;306;0;;;;;;;;;
20;Dalarna;2026;Gagnef;2026TC106;Gagnef;;1 212;1 257;45;358;355;-3;339;354;15;;;;;;;;;
20;Dalarna;2029;Leksand;2029TB101;Alvik;;310;315;5;170;168;-2;182;188;6;;;;;;;;;
20;Dalarna;2029;Leksand;2029TB102;Djura;;384;382;-2;125;125;0;306;305;-1;;;;;;;;;
20;Dalarna;2029;Leksand;2029TB103;Hjortnäs och Sunnanäng;;284;341;57;204;215;11;139;159;20;;;;;;;;;
20;Dalarna;2029;Leksand;2029TB104;Häradsbygden;;694;713;19;196;201;5;354;354;0;;;;;;;;;
20;Dalarna;2029;Leksand;2029TB105;Insjön;;2 086;2 110;24;385;386;1;542;547;5;;;;;;;;;
20;Dalarna;2029;Leksand;2029TB107;Siljansnäs;;1 293;1 297;4;466;464;-2;277;279;2;;;;;;;;;
20;Dalarna;2029;Leksand;2029TB108;Tällberg;;867;933;66;529;589;60;164;158;-6;;;;;;;;;
20;Dalarna;2029;Leksand;2029TB109;Västanvik;;513;516;3;237;244;7;217;212;-5;;;;;;;;;
20;Dalarna;2029;Leksand;2029TC106;Leksand;;6 402;6 505;103;948;956;8;675;680;5;;;;;;;;;
20;Dalarna;2031;Rättvik;2031TB101;Nittsjö, Sätra och Backa;;646;610;-36;327;309;-18;198;198;0;;;;;;;;;
20;Dalarna;2031;Rättvik;2031TB102;Boda;;521;525;4;280;303;23;186;174;-12;;;;;;;;;
20;Dalarna;2031;Rättvik;2031TB103;Furudal;;446;438;-8;131;137;6;340;319;-21;;;;;;;;;
20;Dalarna;2031;Rättvik;2031TB104;Gulleråsen;;370;362;-8;265;267;2;140;136;-4;;;;;;;;;
20;Dalarna;2031;Rättvik;2031TB105;Nedre Gärdsjö;;372;384;12;186;185;-1;200;208;8;;;;;;;;;
20;Dalarna;2031;Rättvik;2031TB108;Vikarbyn;;1 182;1 191;9;347;341;-6;341;350;9;;;;;;;;;
20;Dalarna;2031;Rättvik;2031TC106;Rättvik;;5 322;5 369;47;1 237;1 225;-12;430;438;8;;;;;;;;;
20;Dalarna;2034;Orsa;2034TB102;Skattungbyn;;354;332;-22;227;221;-6;156;150;-6;;;;;;;;;
20;Dalarna;2034;Orsa;2034TB111;Stackmora (preliminär);1;;200;;;74;0;;271;0;;;;;;;;;
20;Dalarna;2034;Orsa;2034TC101;Orsa;;6 050;5 800;-250;1 730;1 642;-88;350;353;3;;;;;;;;;
20;Dalarna;2039;Älvdalen;2039TB101;Brunnsberg;;210;208;-2;121;122;1;173;170;-3;;;;;;;;;
20;Dalarna;2039;Älvdalen;2039TB102;Evertsberg;;240;241;1;137;139;2;176;174;-2;;;;;;;;;
20;Dalarna;2039;Älvdalen;2039TB103;Idre;;647;695;48;133;149;16;485;466;-19;;;;;;;;;
20;Dalarna;2039;Älvdalen;2039TB105;Rot;;715;678;-37;262;273;11;273;248;-25;;;;;;;;;
20;Dalarna;2039;Älvdalen;2039TB106;Särna;;684;655;-29;318;317;-1;215;207;-8;;;;;;;;;
20;Dalarna;2039;Älvdalen;2039TB108;Västermyckeläng;;384;372;-12;171;170;-1;224;219;-5;;;;;;;;;
20;Dalarna;2039;Älvdalen;2039TB109;Åsen;1;;228;;;97;0;;235;0;;;;;;;;;
20;Dalarna;2039;Älvdalen;2039TC110;Älvdalen;;1 912;1 871;-41;338;339;1;566;552;-14;;;;;;;;;
20;Dalarna;2061;Smedjebacken;2061TB101;Gubbo;;204;206;2;72;75;3;282;276;-6;;;;;;;;;
20;Dalarna;2061;Smedjebacken;2061TB102;Hagge;;288;289;1;46;46;0;628;625;-3;;;;;;;;;
20;Dalarna;2061;Smedjebacken;2061TB104;Söderbärke;;1 000;1 032;32;303;326;23;330;317;-13;;;;;;;;;
20;Dalarna;2061;Smedjebacken;2061TB105;Vad;;300;298;-2;86;87;1;350;341;-9;;;;;;;;;
20;Dalarna;2061;Smedjebacken;2061TC103;Smedjebacken;;5 235;5 190;-45;813;746;-67;644;696;52;;;;;;;;;
20;Dalarna;2062;Mora;2062TB102;Bonäs;;376;394;18;99;104;5;378;378;0;;;;;;;;;
20;Dalarna;2062;Mora;2062TB104;Gesunda;;281;274;-7;198;177;-21;142;155;13;;;;;;;;;
20;Dalarna;2062;Mora;2062TB106;Nusnäs;;778;783;5;304;308;4;256;254;-2;;;;;;;;;
20;Dalarna;2062;Mora;2062TB107;Selja;;555;555;0;143;143;0;387;388;1;;;;;;;;;
20;Dalarna;2062;Mora;2062TB108;Sollerön;;894;895;1;272;273;1;329;328;-1;;;;;;;;;
20;Dalarna;2062;Mora;2062TB110;Venjan;;217;206;-11;213;182;-31;102;113;11;;;;;;;;;
20;Dalarna;2062;Mora;2062TB111;Stenis och Vika;;355;348;-7;121;141;20;294;248;-46;;;;;;;;;
20;Dalarna;2062;Mora;2062TB112;Vinäs;;322;322;0;103;102;-1;314;317;3;;;;;;;;;
20;Dalarna;2062;Mora;2062TB113;Våmhus;;815;808;-7;229;234;5;356;346;-10;;;;;;;;;
20;Dalarna;2062;Mora;2062TC105;Mora;;12 854;12 830;-24;1 771;1 821;50;726;704;-22;;;;;;;;;
20;Dalarna;2080;Falun;2080TB101;Aspeboda;;344;352;8;180;178;-2;192;198;6;;;;;;;;;
20;Dalarna;2080;Falun;2080TB102;Bengtsheden;;524;515;-9;183;186;3;287;277;-10;;;;;;;;;
20;Dalarna;2080;Falun;2080TB103;Bjursås;;2 106;2 141;35;563;560;-3;374;382;8;;;;;;;;;
20;Dalarna;2080;Falun;2080TB104;Karlsbyheden och Blixbo;;331;333;2;124;120;-4;267;278;11;;;;;;;;;
20;Dalarna;2080;Falun;2080TB105;Gamla Berget och Korsgården;;954;913;-41;183;174;-9;522;523;1;;;;;;;;;
20;Dalarna;2080;Falun;2080TB106;Danholn;;461;529;68;71;110;39;645;482;-163;;;;;;;;;
20;Dalarna;2080;Falun;2080TB107;Enviken och Linghed (preliminär);;1 576;1 533;-43;542;540;-2;291;284;-7;;;;;;;;;
20;Dalarna;2080;Falun;2080TB109;Grycksbo;;1 887;1 838;-49;328;296;-32;575;621;46;;;;;;;;;
20;Dalarna;2080;Falun;2080TB114;Sundborn;;947;972;25;199;203;4;477;479;2;;;;;;;;;
20;Dalarna;2080;Falun;2080TB115;Svärdsjö;;1 337;1 318;-19;238;223;-15;562;592;30;;;;;;;;;
20;Dalarna;2080;Falun;2080TB116;Sågmyra;;631;611;-20;157;158;1;403;387;-16;;;;;;;;;
20;Dalarna;2080;Falun;2080TB117;Toftbyn;;285;281;-4;153;145;-8;186;194;8;;;;;;;;;
20;Dalarna;2080;Falun;2080TB118;Vika;;565;560;-5;107;111;4;530;505;-25;;;;;;;;;
20;Dalarna;2080;Falun;2080TB119;Övertänger;;237;227;-10;118;114;-4;201;199;-2;;;;;;;;;
20;Dalarna;2080;Falun;2080TB175;Österå, Uggelviken och Hökviken;;280;274;-6;113;114;1;247;240;-7;;;;;;;;;
20;Dalarna;2080;Falun;2080TC108;Falun;;39 492;39 939;447;2 625;2 743;118;1 505;1 456;-49;;;;;;;;;
20;Dalarna;2081;Borlänge;2081TB102;Halvarsgårdarna;;299;274;-25;70;70;0;430;393;-37;;;;;;;;;
20;Dalarna;2081;Borlänge;2081TB104;Norr Amsberg;;239;219;-20;72;72;0;334;304;-30;;;;;;;;;
20;Dalarna;2081;Borlänge;2081TB105;Ornäs;;1 082;1 047;-35;125;125;0;868;837;-31;;;;;;;;;
20;Dalarna;2081;Borlänge;2081TB106;Repbäcken;;234;232;-2;86;90;4;271;259;-12;;;;;;;;;
20;Dalarna;2081;Borlänge;2081TB108;Torsång;;833;829;-4;127;131;4;656;634;-22;;;;;;;;;
20;Dalarna;2081;Borlänge;2081TC101;Borlänge;;44 898;44 299;-599;3 588;3 722;134;1 251;1 190;-61;;;;;;;;;
20;Dalarna;2082;Säter;2082TB101;Enbacka, Mora och Naglarby (preliminär);;1 571;1 935;364;209;295;86;752;655;-97;;;;;;;;;
20;Dalarna;2082;Säter;2082TB106;Solvarbo;;315;310;-5;72;69;-3;440;447;7;;;;;;;;;
20;Dalarna;2082;Säter;2082TB107;Skedvi kyrkby;;400;431;31;79;81;2;504;531;27;;;;;;;;;
20;Dalarna;2082;Säter;2082TB114;Bispberg (preliminär);1;;203;;;73;0;;278;0;;;;;;;;;
20;Dalarna;2082;Säter;2082TC108;Säter;;4 731;4 812;81;486;511;25;974;942;-32;;;;;;;;;
20;Dalarna;2083;Hedemora;2083TB101;Husby;;253;258;5;66;68;2;385;382;-3;;;;;;;;;
20;Dalarna;2083;Hedemora;2083TB102;Garpenberg;;483;479;-4;103;101;-2;470;473;3;;;;;;;;;
20;Dalarna;2083;Hedemora;2083TB104;Långshyttan;;1 440;1 405;-35;282;285;3;511;494;-17;;;;;;;;;
20;Dalarna;2083;Hedemora;2083TB105;Vikmanshyttan;;885;843;-42;140;145;5;633;582;-51;;;;;;;;;
20;Dalarna;2083;Hedemora;2083TB106;Västerby;;395;385;-10;74;73;-1;533;530;-3;;;;;;;;;
20;Dalarna;2083;Hedemora;2083TC103;Hedemora;;7 597;7 461;-136;583;585;2;1 303;1 275;-28;;;;;;;;;
20;Dalarna;2084;Avesta;2084TB102;Folkärna;;283;275;-8;138;126;-12;205;218;13;;;;;;;;;
20;Dalarna;2084;Avesta;2084TB103;Fors;;754;753;-1;142;144;2;530;523;-7;;;;;;;;;
20;Dalarna;2084;Avesta;2084TB104;Horndal;;1 074;1 012;-62;255;271;16;422;373;-49;;;;;;;;;
20;Dalarna;2084;Avesta;2084TB106;Nordanö;;454;417;-37;46;48;2;978;872;-106;;;;;;;;;
20;Dalarna;2084;Avesta;2084TC101;Avesta;;16 268;16 055;-213;1 493;1 534;41;1 090;1 046;-44;;;;;;;;;
20;Dalarna;2085;Ludvika;2085TB101;Blötberget;;240;227;-13;57;59;2;421;386;-35;;;;;;;;;
20;Dalarna;2085;Ludvika;2085TB102;Fredriksberg västra (preliminär);;592;230;-362;147;73;-74;403;317;-86;;;;;;;;;
20;Dalarna;2085;Ludvika;2085TB103;Fredriksberg östra;1;;274;;;67;0;;411;0;;;;;;;;;
20;Dalarna;2085;Ludvika;2085TB104;Gonäs;;331;326;-5;121;139;18;273;234;-39;;;;;;;;;
20;Dalarna;2085;Ludvika;2085TB106;Grängesberg västra;;1 001;971;-30;153;161;8;655;604;-51;;;;;;;;;
20;Dalarna;2085;Ludvika;2085TB107;Grängesberg;;2 188;2 119;-69;253;256;3;866;829;-37;;;;;;;;;
20;Dalarna;2085;Ludvika;2085TB108;Håksberg;;426;427;1;67;68;1;638;628;-10;;;;;;;;;
20;Dalarna;2085;Ludvika;2085TB111;Nyhammar;;987;976;-11;243;258;15;406;378;-28;;;;;;;;;
20;Dalarna;2085;Ludvika;2085TB112;Saxdalen;;638;618;-20;217;219;2;294;283;-11;;;;;;;;;
20;Dalarna;2085;Ludvika;2085TB113;Sunnansjö;;602;565;-37;174;179;5;346;316;-30;;;;;;;;;
20;Dalarna;2085;Ludvika;2085TB114;Sörvik;;687;678;-9;132;133;1;522;510;-12;;;;;;;;;
20;Dalarna;2085;Ludvika;2085TB115;Norrbo och Västansjö;;263;256;-7;173;184;11;152;139;-13;;;;;;;;;
20;Dalarna;2085;Ludvika;2085TB116;Persbo;1;;294;;;147;0;;200;0;;;;;;;;;
20;Dalarna;2085;Ludvika;2085TB128;Laggarudden (preliminär);1;;217;;;43;0;;508;0;;;;;;;;;
20;Dalarna;2085;Ludvika;2085TC110;Ludvika;;15 614;15 675;61;1 127;1 142;15;1 385;1 373;-12;;;;;;;;;
21;Gävleborg;2101;Ockelbo;2101TB102;Lingbo;;288;375;87;130;244;114;222;154;-68;;;;;;;;;
21;Gävleborg;2101;Ockelbo;2101TB104;Åmot;;210;235;25;101;128;27;207;183;-24;;;;;;;;;
21;Gävleborg;2101;Ockelbo;2101TC103;Ockelbo;;2 984;2 901;-83;434;463;29;688;626;-62;;;;;;;;;
21;Gävleborg;2104;Hofors;2104TB102;Robertsholm;;389;392;3;52;56;4;743;706;-37;;;;;;;;;
21;Gävleborg;2104;Hofors;2104TB103;Torsåker;;879;867;-12;120;136;16;730;639;-91;;;;;;;;;
21;Gävleborg;2104;Hofors;2104TC101;Hofors;;6 200;6 037;-163;632;645;13;981;936;-45;;;;;;;;;
21;Gävleborg;2121;Ovanåker;2121TB101;Alfta;;2 465;2 418;-47;431;438;7;571;552;-19;;;;;;;;;
21;Gävleborg;2121;Ovanåker;2121TB103;Knåda;1;;283;;;113;0;;250;0;;;;;;;;;
21;Gävleborg;2121;Ovanåker;2121TB105;Roteberg;;388;372;-16;98;103;5;396;360;-36;;;;;;;;;
21;Gävleborg;2121;Ovanåker;2121TB106;Runemo;;257;254;-3;79;81;2;323;314;-9;;;;;;;;;
21;Gävleborg;2121;Ovanåker;2121TB107;Viksjöfors;;257;258;1;87;88;1;296;293;-3;;;;;;;;;
21;Gävleborg;2121;Ovanåker;2121TC102;Edsbyn;;4 321;4 244;-77;526;544;18;822;779;-43;;;;;;;;;
21;Gävleborg;2132;Nordanstig;2132TB102;Gnarp;;1 179;1 132;-47;299;295;-4;395;384;-11;;;;;;;;;
21;Gävleborg;2132;Nordanstig;2132TB103;Harmånger;;589;614;25;106;110;4;557;558;1;;;;;;;;;
21;Gävleborg;2132;Nordanstig;2132TB105;Ilsbo;;463;419;-44;71;71;0;653;589;-64;;;;;;;;;
21;Gävleborg;2132;Nordanstig;2132TB106;Jättendal;;253;224;-29;109;84;-25;231;266;35;;;;;;;;;
21;Gävleborg;2132;Nordanstig;2132TB107;Hassela;;329;336;7;91;92;1;362;366;4;;;;;;;;;
21;Gävleborg;2132;Nordanstig;2132TB108;Stocka;;351;328;-23;91;93;2;384;354;-30;;;;;;;;;
21;Gävleborg;2132;Nordanstig;2132TB109;Strömsbruk;;362;368;6;92;105;13;396;352;-44;;;;;;;;;
21;Gävleborg;2132;Nordanstig;2132TC101;Bergsjö;;1 374;1 335;-39;224;184;-40;613;724;111;;;;;;;;;
21;Gävleborg;2161;Ljusdal;2161TB101;Färila;;1 328;1 324;-4;278;288;10;477;459;-18;;;;;;;;;
21;Gävleborg;2161;Ljusdal;2161TB104;Järvsö;;1 513;1 592;79;328;447;119;462;356;-106;;;;;;;;;
21;Gävleborg;2161;Ljusdal;2161TB106;Lillhaga;;385;394;9;75;77;2;515;513;-2;;;;;;;;;
21;Gävleborg;2161;Ljusdal;2161TB108;Los;;339;313;-26;159;158;-1;213;198;-15;;;;;;;;;
21;Gävleborg;2161;Ljusdal;2161TB112;Tallåsen;;583;578;-5;159;161;2;366;360;-6;;;;;;;;;
21;Gävleborg;2161;Ljusdal;2161TC107;Ljusdal;;7 209;7 125;-84;721;772;51;1 000;923;-77;;;;;;;;;
21;Gävleborg;2180;Gävle;2180TB101;Berg;;301;301;0;118;118;0;256;254;-2;;;;;;;;;
21;Gävleborg;2180;Gävle;2180TB102;Bergby;;1 498;1 503;5;432;436;4;347;344;-3;;;;;;;;;
21;Gävleborg;2180;Gävle;2180TB103;Björke;;630;633;3;137;147;10;460;430;-30;;;;;;;;;
21;Gävleborg;2180;Gävle;2180TB105;Forsby;;625;613;-12;69;74;5;909;830;-79;;;;;;;;;
21;Gävleborg;2180;Gävle;2180TB106;Forsbacka;;1 759;1 697;-62;190;198;8;926;855;-71;;;;;;;;;
21;Gävleborg;2180;Gävle;2180TB107;Furuvik;;760;749;-11;146;141;-5;521;532;11;;;;;;;;;
21;Gävleborg;2180;Gävle;2180TB111;Hedesunda;;1 021;1 081;60;140;190;50;727;568;-159;;;;;;;;;
21;Gävleborg;2180;Gävle;2180TB113;Lund;;471;580;109;121;129;8;390;451;61;;;;;;;;;
21;Gävleborg;2180;Gävle;2180TB115;Norrsundet;;1 003;918;-85;254;246;-8;395;372;-23;;;;;;;;;
21;Gävleborg;2180;Gävle;2180TB116;Sälgsjön;;210;231;21;33;34;1;630;672;42;;;;;;;;;
21;Gävleborg;2180;Gävle;2180TB118;Trödje;;423;429;6;126;129;3;336;333;-3;;;;;;;;;
21;Gävleborg;2180;Gävle;2180TB120;Harkskär och Utvalnäs;;461;463;2;147;149;2;313;310;-3;;;;;;;;;
21;Gävleborg;2180;Gävle;2180TB121;Åbyggeby;;915;1 014;99;208;243;35;441;418;-23;;;;;;;;;
21;Gävleborg;2180;Gävle;2180TB122;Överhärde;;552;548;-4;137;142;5;404;385;-19;;;;;;;;;
21;Gävleborg;2180;Gävle;2180TC108;Gävle;;79 004;86 533;7 529;4 685;5 497;812;1 686;1 574;-112;;;;;;;;;
21;Gävleborg;2181;Sandviken;2181TB101;Backberg och Norrberg (preliminär);1;;367;;;129;0;;285;0;;;;;;;;;
21;Gävleborg;2181;Sandviken;2181TB103;Hammarby;;535;517;-18;103;105;2;521;493;-28;;;;;;;;;
21;Gävleborg;2181;Sandviken;2181TB104;Hillsta och Se;;283;280;-3;70;69;-1;407;406;-1;;;;;;;;;
21;Gävleborg;2181;Sandviken;2181TB105;Jäderfors;;323;323;0;64;65;1;503;499;-4;;;;;;;;;
21;Gävleborg;2181;Sandviken;2181TB106;Järbo;;1 770;1 758;-12;248;294;46;713;597;-116;;;;;;;;;
21;Gävleborg;2181;Sandviken;2181TB107;Kungsgården;;778;744;-34;164;184;20;474;405;-69;;;;;;;;;
21;Gävleborg;2181;Sandviken;2181TB109;Storvik;;2 255;2 252;-3;267;275;8;845;819;-26;;;;;;;;;
21;Gävleborg;2181;Sandviken;2181TB110;Västerberg;;210;205;-5;70;74;4;300;275;-25;;;;;;;;;
21;Gävleborg;2181;Sandviken;2181TB111;Årsunda;;1 026;985;-41;144;146;2;715;673;-42;;;;;;;;;
21;Gävleborg;2181;Sandviken;2181TB112;Åshammar;;674;666;-8;167;164;-3;405;406;1;;;;;;;;;
21;Gävleborg;2181;Sandviken;2181TB113;Österfärnebo;;462;456;-6;132;136;4;349;335;-14;;;;;;;;;
21;Gävleborg;2181;Sandviken;2181TB141;Östanå;;220;208;-12;20;21;1;1 103;1 006;-97;;;;;;;;;
21;Gävleborg;2181;Sandviken;2181TC108;Sandviken;;25 344;24 827;-517;1 680;1 744;64;1 508;1 424;-84;;;;;;;;;
21;Gävleborg;2182;Söderhamn;2182TB101;Bergvik;;652;663;11;171;169;-2;382;393;11;;;;;;;;;
21;Gävleborg;2182;Söderhamn;2182TB102;Ljusne;;1 992;1 710;-282;377;384;7;528;445;-83;;;;;;;;;
21;Gävleborg;2182;Söderhamn;2182TB103;Marmaverken;;344;347;3;86;88;2;399;395;-4;;;;;;;;;
21;Gävleborg;2182;Söderhamn;2182TB104;Marmaskogen;;1 217;1 205;-12;196;198;2;620;608;-12;;;;;;;;;
21;Gävleborg;2182;Söderhamn;2182TB105;Mohed;;509;315;-194;182;104;-78;280;304;24;;;;;;;;;
21;Gävleborg;2182;Söderhamn;2182TB106;Sandarne;;1 901;1 844;-57;400;430;30;475;428;-47;;;;;;;;;
21;Gävleborg;2182;Söderhamn;2182TB110;Trönö;1;;253;;;111;0;;228;0;;;;;;;;;
21;Gävleborg;2182;Söderhamn;2182TB111;Vallvik;;233;217;-16;101;116;15;230;187;-43;;;;;;;;;
21;Gävleborg;2182;Söderhamn;2182TB112;Vannsätter;;362;331;-31;96;99;3;377;334;-43;;;;;;;;;
21;Gävleborg;2182;Söderhamn;2182TB129;Klapparvik, Malenedal och Källvik;;225;206;-19;88;74;-14;256;279;23;;;;;;;;;
21;Gävleborg;2182;Söderhamn;2182TC109;Söderhamn;;12 213;12 038;-175;937;938;1;1 303;1 284;-19;;;;;;;;;
21;Gävleborg;2183;Bollnäs;2183TB101;Arbrå;;2 108;1 992;-116;309;310;1;682;642;-40;;;;;;;;;
21;Gävleborg;2183;Bollnäs;2183TB103;Freluga;;200;203;3;62;62;0;321;326;5;;;;;;;;;
21;Gävleborg;2183;Bollnäs;2183TB105;Kilafors;;1 168;1 115;-53;156;154;-2;750;723;-27;;;;;;;;;
21;Gävleborg;2183;Bollnäs;2183TB106;Lottefors;;358;372;14;102;103;1;350;360;10;;;;;;;;;
21;Gävleborg;2183;Bollnäs;2183TB107;Rengsjö;;243;256;13;57;56;-1;426;454;28;;;;;;;;;
21;Gävleborg;2183;Bollnäs;2183TB108;Segersta;;248;330;82;98;175;77;253;188;-65;;;;;;;;;
21;Gävleborg;2183;Bollnäs;2183TB109;Sibo;;256;244;-12;151;145;-6;169;168;-1;;;;;;;;;
21;Gävleborg;2183;Bollnäs;2183TB110;Vallsta;;268;331;63;66;124;58;408;266;-142;;;;;;;;;
21;Gävleborg;2183;Bollnäs;2183TC102;Bollnäs;;14 033;13 918;-115;1 312;1 483;171;1 070;938;-132;;;;;;;;;
21;Gävleborg;2184;Hudiksvall;2184TB101;Delsbo;;2 236;2 206;-30;317;319;2;705;691;-14;;;;;;;;;
21;Gävleborg;2184;Hudiksvall;2184TB102;Enånger;;607;593;-14;156;161;5;388;369;-19;;;;;;;;;
